domain,last_update_date,categories,total_votes
3d-tb.de,,"{""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
동방주물.com,1701913507,"{""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
motelestreladovale.com.br,,{},"{""harmless"": 0, ""malicious"": 0}"
occhronicle.com,1689948383,"{""Sophos"": ""spyware and malware"", ""alphaMountain.ai"": ""Malicious (alphaMountain.ai)"", ""Xcitium Verdict Cloud"": ""unknown"", ""Forcepoint ThreatSeeker"": ""news and media""}","{""harmless"": 0, ""malicious"": 0}"
g89.co.kr,,"{""alphaMountain.ai"": ""Shopping (alphaMountain.ai)""}","{""harmless"": 0, ""malicious"": 0}"
anaptixiaki.gr,,{},"{""harmless"": 0, ""malicious"": 0}"
bazaletilake.ge,,{},"{""harmless"": 0, ""malicious"": 0}"
wassergaertner.eu,,"{""BitDefender"": ""misc"", ""Xcitium Verdict Cloud"": ""pornography"", ""Forcepoint ThreatSeeker"": ""business and economy""}","{""harmless"": 0, ""malicious"": 0}"
centuryelastomers.com,1674803027,"{""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
teknoweek.com,1681689600,"{""Xcitium Verdict Cloud"": ""political issues"", ""Forcepoint ThreatSeeker"": ""shopping""}","{""harmless"": 0, ""malicious"": 0}"
sistemesez.com,1677658867,{},"{""harmless"": 0, ""malicious"": 0}"
packages.pw,1693500941,"{""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
loginvast.com,1698913186,"{""BitDefender"": ""blogs"", ""Forcepoint ThreatSeeker"": ""reference materials"", ""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
scvolleyballcamps.com,1678879947,"{""Sophos"": ""spyware and malware"", ""alphaMountain.ai"": ""Malicious, Sports, Suspicious (alphaMountain.ai)"", ""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""sports""}","{""harmless"": 0, ""malicious"": 0}"
egaram.co.kr,,"{""alphaMountain.ai"": ""Business/Economy (alphaMountain.ai)""}","{""harmless"": 0, ""malicious"": 0}"
nawbotx.org,1691107200,"{""Forcepoint ThreatSeeker"": ""professional and worker organizations""}","{""harmless"": 0, ""malicious"": 0}"
accessurlink.com,1673654400,{},"{""harmless"": 0, ""malicious"": 0}"
handsinunison.org,1696173265,"{""Forcepoint ThreatSeeker"": ""service and philanthropic organizations"", ""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
chronicles.com.tr,,"{""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""human interests""}","{""harmless"": 0, ""malicious"": 0}"
link-up.org,1704758400,{},"{""harmless"": 0, ""malicious"": 0}"
webin.co.kr,,"{""alphaMountain.ai"": ""Business/Economy (alphaMountain.ai)""}","{""harmless"": 0, ""malicious"": 0}"
timbuktuedu.com,1683930092,"{""BitDefender"": ""business"", ""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""widely-known religions""}","{""harmless"": 0, ""malicious"": 0}"
zh.101-help.com,1660404796,"{""Forcepoint ThreatSeeker"": ""information technology"", ""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
fa.101-help.com,1660404796,{},"{""harmless"": 0, ""malicious"": 0}"
id.101-help.com,1660404796,{},"{""harmless"": 0, ""malicious"": 0}"
fi.101-help.com,1660404796,{},"{""harmless"": 0, ""malicious"": 0}"
pl.101-help.com,1660404796,"{""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
ja.101-help.com,1660404796,"{""Forcepoint ThreatSeeker"": ""information technology"", ""BitDefender"": ""misc"", ""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
de.101-help.com,1660404796,"{""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
ko.101-help.com,1660404796,"{""Forcepoint ThreatSeeker"": ""information technology"", ""BitDefender"": ""misc""}","{""harmless"": 0, ""malicious"": 0}"
ar.101-help.com,1660404796,"{""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
hr.101-help.com,1660404796,{},"{""harmless"": 0, ""malicious"": 0}"
fr.101-help.com,1660404796,"{""Forcepoint ThreatSeeker"": ""information technology"", ""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
it.101-help.com,1660404796,{},"{""harmless"": 0, ""malicious"": 0}"
cs.101-help.com,1660404796,"{""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
pt.101-help.com,1660404796,{},"{""harmless"": 0, ""malicious"": 0}"
tr.101-help.com,1660404796,"{""Forcepoint ThreatSeeker"": ""information technology"", ""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
th.101-help.com,1660404796,{},"{""harmless"": 0, ""malicious"": 0}"
vi.101-help.com,1660404796,{},"{""harmless"": 0, ""malicious"": 0}"
nl.101-help.com,1660404796,{},"{""harmless"": 0, ""malicious"": 0}"
es.101-help.com,1660404796,"{""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
new.ishinkwang.org,1673161838,"{""Forcepoint ThreatSeeker"": ""widely-known religions"", ""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
janhit.in,1687288178,"{""BitDefender"": ""misc"", ""Xcitium Verdict Cloud"": ""moderated forums"", ""Forcepoint ThreatSeeker"": ""financial data and services""}","{""harmless"": 0, ""malicious"": 0}"
bapzip.it,,"{""BitDefender"": ""business"", ""Forcepoint ThreatSeeker"": ""business and economy""}","{""harmless"": 0, ""malicious"": 0}"
adency.co,1658554908,{},"{""harmless"": 0, ""malicious"": 0}"
onemanarmy.in,1689793780,"{""BitDefender"": ""misc"", ""Xcitium Verdict Cloud"": ""moderated forums"", ""Forcepoint ThreatSeeker"": ""business and economy""}","{""harmless"": 0, ""malicious"": 0}"
newszetu.com,1692872818,"{""alphaMountain.ai"": ""News, Personal Sites/Blogs"", ""BitDefender"": ""blogs"", ""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""news and media""}","{""harmless"": 0, ""malicious"": 0}"
businessnewsbuzz.com,1693154021,"{""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
networkleather.com,1581120000,{},"{""harmless"": 0, ""malicious"": 0}"
dflultrarunning.com,1692316800,{},"{""harmless"": 0, ""malicious"": 0}"
loginkk.com,1659052800,"{""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
shinsokai.com,1681257600,"{""Forcepoint ThreatSeeker"": ""service and philanthropic organizations""}","{""harmless"": 0, ""malicious"": 0}"
allarticles.online,1697705086,"{""BitDefender"": ""misc"", ""alphaMountain.ai"": ""Suspicious (alphaMountain.ai)"", ""Forcepoint ThreatSeeker"": ""blogs and personal sites"", ""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
nhanvietluanvan.com,1688307514,"{""Forcepoint ThreatSeeker"": ""blogs and personal sites""}","{""harmless"": 0, ""malicious"": 0}"
empoweredautomation.com,1681823257,"{""Webroot"": ""Business and Economy"", ""BitDefender"": ""business"", ""Forcepoint ThreatSeeker"": ""society and lifestyles""}","{""harmless"": 0, ""malicious"": 0}"
loginpu.com,1659052800,{},"{""harmless"": 0, ""malicious"": 0}"
backlink.solutions,1698929293,"{""Xcitium Verdict Cloud"": ""unknown"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
kohndo.com,1659177638,"{""BitDefender"": ""parked"", ""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
udowee.icu,1698684157,{},"{""harmless"": 0, ""malicious"": 0}"
maintermediary.com,1706145434,{},"{""harmless"": 0, ""malicious"": 0}"
backlinks.win,1696463120,"{""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
bottlebee.phasecommu.com,1693552501,"{""Forcepoint ThreatSeeker"": ""business and economy"", ""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
yuzs.net,1665907740,"{""Forcepoint ThreatSeeker"": ""blogs and personal sites""}","{""harmless"": 0, ""malicious"": 0}"
rfsistemas.natal.br,,"{""alphaMountain.ai"": ""Phishing"", ""Forcepoint ThreatSeeker"": ""business and economy"", ""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
yeschange.org,1690699959,"{""Forcepoint ThreatSeeker"": ""news and media""}","{""harmless"": 0, ""malicious"": 0}"
old.snob-technologies.es,,"{""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
tracymbrunet.com,1685996184,"{""Forcepoint ThreatSeeker"": ""business and economy"", ""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
techfriend.in,1685965485,"{""BitDefender"": ""blogs"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
femininehealthtips.net,1671494400,{},"{""harmless"": 0, ""malicious"": 0}"
biomicin.ro,,{},"{""harmless"": 0, ""malicious"": 0}"
nosa-co.ir,,"{""Forcepoint ThreatSeeker"": ""business and economy"", ""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
ageeksworld.com,1685802917,"{""BitDefender"": ""blogs"", ""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
linkscrawl.com,1697558007,"{""Forcepoint ThreatSeeker"": ""information technology"", ""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
mail.softhover.com,1640135544,{},"{""harmless"": 0, ""malicious"": 0}"
voltapc.sg,,"{""Xcitium Verdict Cloud"": ""unknown"", ""Forcepoint ThreatSeeker"": ""shopping""}","{""harmless"": 0, ""malicious"": 0}"
giuliocesare.edu.it,,"{""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""educational institutions""}","{""harmless"": 0, ""malicious"": 0}"
artgrs.com,1658970426,"{""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
shubhangi.co.in,1682666019,{},"{""harmless"": 0, ""malicious"": 0}"
uprightmedia.co.kr,,{},"{""harmless"": 0, ""malicious"": 0}"
sushila.co.in,1704379186,"{""BitDefender"": ""business"", ""Xcitium Verdict Cloud"": ""moderated forums"", ""Forcepoint ThreatSeeker"": ""news and media""}","{""harmless"": 0, ""malicious"": 0}"
million.pro,1682656882,"{""Xcitium Verdict Cloud"": ""illegal software"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
why.do,1694315767,"{""Sophos"": ""spyware and malware"", ""alphaMountain.ai"": ""Forums, Personal Sites/Blogs, Suspicious"", ""BitDefender"": ""onlinedating"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
nooxybijoux.fr,,"{""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
july.co.in,1682667722,"{""BitDefender"": ""misc"", ""Xcitium Verdict Cloud"": ""moderated forums"", ""Forcepoint ThreatSeeker"": ""real estate""}","{""harmless"": 0, ""malicious"": 0}"
lab-z.com,1702721236,"{""Comodo Valkyrie Verdict"": ""unknown"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
loginba.com,1690598696,{},"{""harmless"": 0, ""malicious"": 0}"
sbainternacional.com.br,,"{""Forcepoint ThreatSeeker"": ""entertainment"", ""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
kodeks.lexmart.com.ua,,{},"{""harmless"": 0, ""malicious"": 0}"
muchmore.in,1705003471,"{""BitDefender"": ""business"", ""Xcitium Verdict Cloud"": ""moderated forums"", ""Forcepoint ThreatSeeker"": ""human interests""}","{""harmless"": 0, ""malicious"": 0}"
smartvella.com,1700490342,"{""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
interno.smbstore.com.br,,"{""BitDefender"": ""blogs"", ""Xcitium Verdict Cloud"": ""unknown"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
sunanthacamila.org,1684004555,"{""Forcepoint ThreatSeeker"": ""service and philanthropic organizations""}","{""harmless"": 0, ""malicious"": 0}"
test.ecotemp.de,,{},"{""harmless"": 0, ""malicious"": 0}"
qanon.news,,"{""alphaMountain.ai"": ""Search Engines/Portals"", ""BitDefender"": ""misc"", ""Forcepoint ThreatSeeker"": ""sex""}","{""harmless"": 0, ""malicious"": 0}"
smartwebdirectory.com,1679443200,"{""Forcepoint ThreatSeeker"": ""information technology"", ""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
dreamcircle.media,1661064499,"{""Forcepoint ThreatSeeker"": ""newly registered websites""}","{""harmless"": 0, ""malicious"": 0}"
elsefix.com,1692576000,"{""alphaMountain.ai"": ""Information Technology (alphaMountain.ai)""}","{""harmless"": 0, ""malicious"": 0}"
webypress.fr,,"{""BitDefender"": ""blogs"", ""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""business and economy""}","{""harmless"": 0, ""malicious"": 0}"
milkywaygalaxynews.com,1699234550,"{""BitDefender"": ""society"", ""Forcepoint ThreatSeeker"": ""entertainment""}","{""harmless"": 0, ""malicious"": 0}"
dilerudachi.ru,,"{""BitDefender"": ""business"", ""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""financial data and services""}","{""harmless"": 0, ""malicious"": 0}"
aspdaegu.org,1699446020,"{""Forcepoint ThreatSeeker"": ""educational institutions"", ""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
aadarsh.in,1687288194,"{""BitDefender"": ""business"", ""Xcitium Verdict Cloud"": ""moderated forums"", ""Forcepoint ThreatSeeker"": ""educational institutions""}","{""harmless"": 0, ""malicious"": 0}"
leman-eastern.com,1646456508,{},"{""harmless"": 0, ""malicious"": 0}"
dofthings.com,1647970921,"{""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
anjana.co.in,1683104865,"{""Xcitium Verdict Cloud"": ""moderated forums"", ""Forcepoint ThreatSeeker"": ""business and economy""}","{""harmless"": 0, ""malicious"": 0}"
robsonsfarm.com,1663430468,"{""alphaMountain.ai"": ""Personal Sites/Blogs""}","{""harmless"": 0, ""malicious"": 0}"
trendingbot.org,1675641600,"{""BitDefender"": ""sports"", ""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""sports""}","{""harmless"": 0, ""malicious"": 0}"
rayyeh.net,1688036254,"{""BitDefender"": ""business"", ""Forcepoint ThreatSeeker"": ""business and economy""}","{""harmless"": 0, ""malicious"": 0}"
loginra.com,1682559161,{},"{""harmless"": 0, ""malicious"": 0}"
a1pay06.com,1626048000,"{""Forcepoint ThreatSeeker"": ""hosted business applications"", ""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
herb-tips.indiaclicks.co.in,1688890717,{},"{""harmless"": 0, ""malicious"": 0}"
forum.musicalpraxis.gr,,"{""Forcepoint ThreatSeeker"": ""educational institutions""}","{""harmless"": 0, ""malicious"": 0}"
laptophub.net,1668764665,"{""BitDefender"": ""im"", ""Xcitium Verdict Cloud"": ""media sharing"", ""alphaMountain.ai"": ""Information Technology"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
loginya.com,1659052800,{},"{""harmless"": 0, ""malicious"": 0}"
haarlem.co.nz,,{},"{""harmless"": 0, ""malicious"": 0}"
bbefree.net,1698845108,"{""BitDefender"": ""business"", ""Forcepoint ThreatSeeker"": ""educational institutions"", ""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
comodentists.com,1683052886,"{""alphaMountain.ai"": ""Health, Malicious (alphaMountain.ai)""}","{""harmless"": 0, ""malicious"": 0}"
ncbcimpact.org,1701388800,{},"{""harmless"": 0, ""malicious"": 0}"
istitutovirgilioeboli.edu.it,,"{""Forcepoint ThreatSeeker"": ""educational institutions""}","{""harmless"": 0, ""malicious"": 0}"
illumin8.ca,1693497448,"{""BitDefender"": ""parked""}","{""harmless"": 0, ""malicious"": 0}"
shinyangm.com,1702857600,"{""Forcepoint ThreatSeeker"": ""business and economy"", ""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
buzyrun.com,1679271013,"{""Xcitium Verdict Cloud"": ""unknown"", ""Forcepoint ThreatSeeker"": ""newly registered websites""}","{""harmless"": 0, ""malicious"": 0}"
bonusgate.org,1688256000,"{""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
mulherbrazil.com,1692021981,{},"{""harmless"": 0, ""malicious"": 0}"
jinjusangdan.co.kr,,"{""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
loginma.com,1682559161,{},"{""harmless"": 0, ""malicious"": 0}"
sabns.com,1695126935,"{""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
remarketing.ro,,"{""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
golfthings.co.kr,,"{""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
livewebsites.net,1702683125,"{""Forcepoint ThreatSeeker"": ""information technology"", ""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
income.net.in,1682667598,"{""BitDefender"": ""misc"", ""Xcitium Verdict Cloud"": ""online services"", ""Forcepoint ThreatSeeker"": ""financial data and services""}","{""harmless"": 0, ""malicious"": 0}"
icmms.co.kr,,"{""Forcepoint ThreatSeeker"": ""shopping"", ""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
ansump.info,1705436733,"{""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
gift-by-gifted.com,1690779181,"{""Forcepoint ThreatSeeker"": ""shopping"", ""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
nikkikatz.com,1683039245,"{""alphaMountain.ai"": ""Arts/Culture""}","{""harmless"": 0, ""malicious"": 0}"
paakfuneral.com,1691689269,"{""BitDefender"": ""business"", ""Xcitium Verdict Cloud"": ""public information"", ""Forcepoint ThreatSeeker"": ""health""}","{""harmless"": 0, ""malicious"": 0}"
shoppy.co.kr,,"{""Forcepoint ThreatSeeker"": ""news and media"", ""Xcitium Verdict Cloud"": ""social networking""}","{""harmless"": 0, ""malicious"": 0}"
blarrow.tech,1693500650,"{""BitDefender"": ""computersandsoftware"", ""Forcepoint ThreatSeeker"": ""educational institutions""}","{""harmless"": 0, ""malicious"": 0}"
b4gamez.com,1665737444,"{""Forcepoint ThreatSeeker"": ""newly registered websites""}","{""harmless"": 0, ""malicious"": 0}"
loginhu.com,,{},"{""harmless"": 0, ""malicious"": 0}"
damyangjeon.co.kr,,"{""Forcepoint ThreatSeeker"": ""web infrastructure"", ""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
region.co.in,1682667539,"{""BitDefender"": ""business"", ""Xcitium Verdict Cloud"": ""health & medicine"", ""Forcepoint ThreatSeeker"": ""news and media""}","{""harmless"": 0, ""malicious"": 0}"
vocaverse.network,,"{""BitDefender"": ""im"", ""Forcepoint ThreatSeeker"": ""message boards and forums"", ""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
spectshop.com,1675934021,"{""alphaMountain.ai"": ""Malicious (alphaMountain.ai)""}","{""harmless"": 0, ""malicious"": 0}"
saudialarabiyanews.com,1688924288,{},"{""harmless"": 0, ""malicious"": 0}"
timesofomannews.com,1690554481,"{""Forcepoint ThreatSeeker"": ""news and media"", ""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
kcpdispatchers.com,1664866289,"{""Forcepoint ThreatSeeker"": ""business and economy""}","{""harmless"": 0, ""malicious"": 0}"
timeskuwaitnews.com,1688925309,"{""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
qiantu.org,1685174402,"{""alphaMountain.ai"": ""Personal Sites/Blogs""}","{""harmless"": 0, ""malicious"": 0}"
loginurlink.com,1673568000,{},"{""harmless"": 0, ""malicious"": 0}"
ilparmigiano.com,1670861575,"{""Comodo Valkyrie Verdict"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
shibuya-ken.com,1685380099,"{""Forcepoint ThreatSeeker"": ""business and economy"", ""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
sharpcommerce.com,1673641161,"{""Comodo Valkyrie Verdict"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
lowcostseo.co,1683270483,"{""alphaMountain.ai"": ""Business/Economy, Information Technology"", ""BitDefender"": ""computersandsoftware"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
saint-ouen-thouberville.fr,,"{""BitDefender"": ""government"", ""Xcitium Verdict Cloud"": ""moderated forums"", ""Forcepoint ThreatSeeker"": ""government""}","{""harmless"": 0, ""malicious"": 0}"
qatardohanews.com,1689214656,"{""Forcepoint ThreatSeeker"": ""newly registered websites""}","{""harmless"": 0, ""malicious"": 0}"
alling-bet3.com,1690675200,"{""Forcepoint ThreatSeeker"": ""gambling""}","{""harmless"": 0, ""malicious"": 0}"
newsite.atticstudio.co.uk,,"{""BitDefender"": ""business"", ""Forcepoint ThreatSeeker"": ""human interests"", ""Xcitium Verdict Cloud"": ""hobbies & recreation""}","{""harmless"": 0, ""malicious"": 0}"
australianweddingforum.com,1703757481,"{""BitDefender"": ""misc"", ""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""business and economy""}","{""harmless"": 0, ""malicious"": 0}"
loginpn.com,1659139200,{},"{""harmless"": 0, ""malicious"": 0}"
hcvilnius.lt,,{},"{""harmless"": 0, ""malicious"": 0}"
tora-forum.co.il,,"{""Forcepoint ThreatSeeker"": ""message boards and forums""}","{""harmless"": 0, ""malicious"": 0}"
newtech21.com,1678060800,{},"{""harmless"": 0, ""malicious"": 0}"
backlink.business,1631923200,"{""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
balianvillas.com,1663492027,"{""Forcepoint ThreatSeeker"": ""web infrastructure"", ""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
mentorevent.com,1674655487,"{""BitDefender"": ""parked"", ""Forcepoint ThreatSeeker"": ""real estate""}","{""harmless"": 0, ""malicious"": 0}"
saptjanm.com,1596465783,{},"{""harmless"": 0, ""malicious"": 0}"
unigal.mx,,"{""BitDefender"": ""misc"", ""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""educational institutions""}","{""harmless"": 0, ""malicious"": 0}"
uaekhaleejtimes.com,1690554432,"{""BitDefender"": ""misc"", ""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""business and economy""}","{""harmless"": 0, ""malicious"": 0}"
thebigfreezefestival.com.au,,"{""BitDefender"": ""business"", ""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""entertainment""}","{""harmless"": 0, ""malicious"": 0}"
cyberspecial.net,1681279695,"{""BitDefender"": ""computersandsoftware"", ""Xcitium Verdict Cloud"": ""unknown"", ""Forcepoint ThreatSeeker"": ""information technology""}","{""harmless"": 0, ""malicious"": 0}"
proseolinksdirectory.com,,"{""BitDefender"": ""misc"", ""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""business and economy""}","{""harmless"": 0, ""malicious"": 0}"
dev.maasck.com,1671530501,{},"{""harmless"": 0, ""malicious"": 0}"
f5.pm,,"{""alphaMountain.ai"": ""Information Technology""}","{""harmless"": 0, ""malicious"": 0}"
noyser.wiki,1706906661,{},"{""harmless"": 0, ""malicious"": 0}"
beta.majamja.com,1675091134,{},"{""harmless"": 0, ""malicious"": 0}"
ind.inxin.kr,,{},"{""harmless"": 0, ""malicious"": 0}"
ultimatestealth.com,1682839559,"{""BitDefender"": ""computersandsoftware"", ""Forcepoint ThreatSeeker"": ""information technology"", ""Xcitium Verdict Cloud"": ""media sharing""}","{""harmless"": 0, ""malicious"": 0}"
chewathai27.com,1705129200,"{""BitDefender"": ""society"", ""Xcitium Verdict Cloud"": ""unknown"", ""Forcepoint ThreatSeeker"": ""real estate""}","{""harmless"": 0, ""malicious"": 0}"
developmentmi.online,1697705086,"{""alphaMountain.ai"": ""Suspicious"", ""Xcitium Verdict Cloud"": ""unknown""}","{""harmless"": 0, ""malicious"": 0}"
serpburp.com,1686528000,"{""Xcitium Verdict Cloud"": ""media sharing"", ""Forcepoint ThreatSeeker"": ""newly registered websites""}","{""harmless"": 0, ""malicious"": 0}"
